Donor Line

View:   ZDONOR_LINE
Client: 400

                                                                      13.03.2015
---------------------------------------------------------------
|Donor Line|Name                                              |
|0440      |N78/EUC/0IS- 3.5.2 CF inventory for CFMP - KRT    |
|0441      |N78/EUC/0IT- 3.5.2 CF inventory for CFMP - KTM    |
|0442      |N78/EUC/0IU- 3.5.2 CF inventory for CFMP - PVR/PVH|
|0443      |N78/EUC/0IV- 3.5.2 CF inventory for CFMP - PUS    |
|0444      |N78/EUC/0IW- 3.5.2 CF inventory for CFMP - KAM    |
|0445      |N78/EUC/0IX- 3.5.2 CF inventory for CFMP - OGB-STT|
|0446      |N78/EUC/0IY- 3.5.2 CF inventory for CFMP - OGB-KRT|
|0447      |N78/EUC/0IZ- 3.5.2 CF inventory for CFMP - OGB-KTM|
|0448      |N78/EUC/0JA- 3.5.2 CF inventory for CFMP - OGB-PVR|
|0449      |N78/EUC/0JB- 3.5.3 CFMP development- RAT          |
|0450      |N78/EUC/0JC- 3.5.3 CFMP development- STT          |
|0451      |N78/EUC/0JD- 3.5.3 CFMP development- KRT          |
|0452      |N78/EUC/0JE- 3.5.3 CFMP development- KTM          |
|0453      |N78/EUC/0JF- 3.5.3 CFMP development- PVR / PVH    |
|0454      |N78/EUC/0JG- 3.5.3 CFMP development- PUS          |
|0455      |N78/EUC/0JH- 3.5.3 CFMP development- KAM          |
|0456      |N78/EUC/0JI- 3.5.4 CF Development Fund- RAT       |
|0457      |N78/EUC/0JJ- 3.5.4 CF Development Fund- STT       |
|0458      |N78/EUC/0JK- 3.5.4 CF Development Fund- KRT       |
|0459      |N78/EUC/0JL- 3.5.4 CF Development Fund- KTM       |
|0460      |N78/EUC/0JM- 3.5.4 CF Development Fund- PVR / PVH |
|0461      |N78/EUC/0JN- 3.5.4 CF Development Fund- PUS       |
|0462      |N78/EUC/0JO- 3.5.4 CF Development Fund- KAM       |
|0463      |N78/EUC/0JP- 4.2 Motor costs- RAT                 |
|0464      |N78/EUC/0JQ- 4.2 Motor costs- STT                 |
|0465      |N78/EUC/0JR- 4.2 Motor costs- KRT                 |
|0466      |N78/EUC/0JS- 4.2 Motor costs- KTM                 |
|0467      |N78/EUC/0JT- 4.2 Motor costs- PVR / PVH           |
|0468      |N78/EUC/0JU- 4.2 Motor costs- PUS                 |
|0469      |N78/EUC/0JV- 4.2 Motor costs- KAM                 |
|0470      |N78/EUC/0JW- 4.2 Motor costs- OGB                 |
|0471      |N78/EUC/0JX- 4.3 Office rent- PP                  |
|0472      |N78/EUC/0JY- 4.4 Consumables - office supplies-RAT|
|0473      |N78/EUC/0JZ- 4.4 Consumables - office supplies-STT|
|0474      |N78/EUC/0KA- 4.4 Consumables - office supplies-KRT|
|0475      |N78/EUC/0KA- 4.4 Consumables - office supplies-KTM|
|0476      |N78/EUC/0KA- 4.4 Consumables - office supplies-PVR|
|0477      |N78/EUC/0KA- 4.4 Consumables - office supplies-PUS|
|0478      |N78/EUC/0KA- 4.4 Consumables - office supplies-KAM|
|0479      |N78/EUC/0KA- 4.4 Consumables - office supplies-PP |
|0480      |N78/EUC/0KG- 4.5 Other services- RAT              |
|0481      |N78/EUC/0KH- 4.5 Other services- STT              |
|0482      |N78/EUC/0KI- 4.5 Other services- KRT              |
|0483      |N78/EUC/0KJ- 4.5 Other services- KTM              |
|0484      |N78/EUC/0KK- 4.5 Other services- PVR / PVH        |
|0485      |N78/EUC/0KL- 4.5 Other services- PUS              |
|0486      |N78/EUC/0KM- 4.5 Other services- KAM              |
|0487      |N78/EUC/0KN- 4.5 Other services- PP               |
|0488      |N78/EUC/0KO- 5.1 Publications                     |
|0489      |N78/EUC/0KP- 5.2 Studies, research                |
|0490      |N78/EUC/0KQ- 5.3 Expenditure verification         |
|0491      |N78/EUC/0KR- 5.4 Evaluation costs                 |
|0492      |N78/EUC/0KS- 5.5 Translation, interpreters        |
|0493      |N78/EUC/0KT- 5.6 Financial services (bank guarante|
|0494      |N78/EUC/0KU- 5.7 Costs of conferences/seminars    |
|0495      |N78/EUC/0KV- 5.8 GIS local consultant (1 person)  |
|0496      |N78/EUC/0KW- 5.9 IT local consulstant (1 person)  |
|0497      |N78/EUC/0KX- 5.10 Training local consultant (1 per|
|0498      |N78/EUC/0KY- 5.11 Visibility actions10 (average co|
|0499      |N78/EUC/0KZ- 8. Provision for contingency reserve |
|0500      |N78/EUC/0LA- 10. Administrative costs (maximum 7% |
|0501      |N78/EUC/0LC- 3.5.3 CFMP development- PNP          |
|0502      |N79/RAF/0502-Develop Action Plan and Design Backgr|
|0503      |N79/RAF/0503-Consult key stakeholders, assess capa|
|0504      |N79/RAF/0504-Translation key documents            |
|0505      |N79/RAF/0505-An analysis of current cross-sector  |
|0506      |N79/RAF/0506-Workshop Organization (Scoping Venue,|
|0507      |N79/RAF/0507-List of participants                 |
|0508      |N79/RAF/0508-Presentations                        |
|0509      |N79/RAF/0509-Press coverage                       |
|0510      |N79/RAF/0510-Equipment Rental                     |
|0511      |N79/RAF/0511-Materials                            |
|0512      |N79/RAF/0512-Simultaneous Translation             |
|0513      |N79/RAF/0513-Transport RECOFTC HQ (Regional Perspe|
|0514      |N79/RAF/0514-DSA and Incidentals                  |
|0515      |N79/RAF/0515-Transport RECOFTC HQ (Technical Input|
|0516      |N79/RAF/0516-DSA and Incidentals                  |
|0517      |N79/RAF/0517-Accomodation and Per Diem participant|
|0518      |N79/RAF/0518-3 times 1 day meeting in Yangoon Muni|
|0519      |N79/RAF/0519-Reports                              |
|0520      |N79/RAF/0520-Materials                            |
|0521      |N79/RAF/0521-Transportation                       |
|0522      |N79/RAF/0522-Workshop Report                      |
|0523      |N79/RAF/0523-Draft Roadmap and Press release      |
|0524      |N79/RAF/0524-Communication                        |
|0525      |N79/RAF/0525-Coordination                         |
|0526      |N79/RAF/0526-Preparation and implementation of the|
|0527      |N79/RAF/0527-Coordination with MOECAF             |
|0528      |N79/RAF/0528-Technical Inputs and Quality Control |
|0529      |N79/RAF/0529-Administration and overhead costs 15%|
|0530      |SFM/0530- 1.1.1. Country Program Coordinator (CCP)|
|0531      |SFM/0531- 1.1.2. Training Coordinator (CCP)       |
|0532      |SFM/0532- 1.1.3. Partnership Coordinator (CCP)    |
|0533      |SFM/0533- 1.1.4. Account officer (CCP)            |
|0534      |SFM/0534- 1.1.5. Program Manager (BKK)            |
|0535      |SFM/0535- 1.1.7. Executive Director (25%)- 5day/mo|
|0536      |SFM/0536- 1.1.8. Organization Manager (25%)       |
|0537      |SFM/0537- 1.9. Finance coordinator (25%)          |
|0538      |SFM/0538- 1.10. Program Manager (25%)             |
|0539      |SFM/0539- 1.2.1. Commponent Technical Advisor     |
|0540      |SFM/0540- 1.2.2. National Business Development Adv|
|0541      |SFM/0541- 1.2.3. Int. Business Development Special|
|0542      |SFM/0542- 1.2.5. Provincial coordinator           |
|0543      |SFM/0543- 1.2.6. Project officer (pilot site) 6sit|
|0544      |SFM/0544- 1.2.7. Project officer (CF and CPA) 30+1|
|0545      |SFM/0545- 1.2.8. Project Facilitator (CF and CPA) |
|0546      |SFM/0546- 1.2.9. Other benefit for staffs         |
|0547      |SFM/0547- 1.2.9. Other benefit for staffs         |
|0548      |SFM/0548- 2.2. Quarterly meeting (national)       |
|0549      |SFM/0549- 2.3. Quarterly coordinator meeting (prov|
|0550      |SFM/0550- 2.4. Support field works (PP)-RECOFTC   |
|0551      |SFM/0551- 2.4. Support field works (PP)-MB        |
|0552      |SFM/0552- 2.5. Support field works (provincial)-RE|
|0553      |SFM/0553- 2.5. Support field works (provincial)-MB|
|0554      |SFM/0554- 2.6. Allowance for RECOFTC BKK          |
|0555      |SFM/0555- 2.7. Travel for RECOFTC BKK             |
|0556      |SFM/0556- 2.8 DSA for trainee                     |
|0557      |SFM/0557- 2.8 Accommodation for trainees          |
|0558      |SFM/0558- 2.8  Travelling for trainees            |
|0559      |SFM/0559- 2.8  Trainers fee (TOT)/consultant      |
|0560      |SFM/0560- 2.8  Training supplies                  |
|0561      |SFM/0561- 2.8  Training room                      |
|0562      |SFM/0562- 2.8  Refreshment                        |
|0563      |SFM/0563- 2.8  Contingency                        |
|0564      |SFM/0564- 2.9 Transportation for FA/MOE           |
|0565      |SFM/0565- 2.9 DSA for FA/MOE                      |
|0566      |SFM/0566- 2.9 Accommodation for FA/MOE            |
|0567      |SFM/0567- 2.9 Transportation for CFMC/CPAMC/Member|
|0568      |SFM/0568- 2.9 Food for CFMC/CPAMC/Members         |
|0569      |SFM/0569- 2.9 Venue for meeting                   |
|0570      |SFM/0570- 2.9 Trainers fee (field)                |
|0571      |SFM/0571- 2.9 Refreshment for field work          |
|0572      |SFM/0572- 2.9 Material for field work             |
|0573      |SFM/0573- 2.9 Transportation for staff            |
|0574      |SFM/0574- 2.9 DSA for staff                       |
|0575      |SFM/0575- 2.10 DSA for FA                         |
|0576      |SFM/0576- 2.10 Accommodation for FA               |
|0577      |SFM/0577- 2.10 Transport for FA                   |
|0578      |SFM/0578- 2.10 Refreshment for field              |
|0579      |SFM/0579- 2.10 Food for CFMC, Members             |
|0580      |SFM/0580- 2.10 Accommodation for CFMC, Members    |
|0581      |SFM/0581- 2.10 Travel for CFMC, Members           |
|0582      |SFM/0582- 2.10 Material for field                 |
|0583      |SFM/0583- 2.11 Motorbike                          |
|0584      |SFM/0584- 2.11 Computer laptop                    |
|0585      |SFM/0585- 2.11 Printer (black and white)          |
|0586      |SFM/0586- 2.11 Printer (color) for scan, copy and |
|0587      |SFM/0587- 2.11 LCD projector                      |
|0588      |SFM/0588- 2.11 GPS                                |
|0589      |SFM/0589- 2.11 Camera                             |
|0590      |SFM/0590- 2.11 Cabinet                            |
|0591      |SFM/0591- 2.11- Desk                              |
|0592      |SFM/0592- 2.11 Swivel chair                       |
|0593      |SFM/0593- 2.11 Copy machine                       |
|0594      |SFM/0594- 2.12 Internet & email (province)- RECOFT|
|0595      |SFM/0595- 2.12 Internet & email (province)- MB    |
|0596      |SFM/0596- 2.13 Communication (province)- RECOFTC  |
|0597      |SFM/0597- 2.13 Communication (province)- MB       |
|0598      |SFM/0598- 2.14. Travel for CTA (2ways)- RECOFTC   |
|0599      |SFM/0599- 3.3. Visibility (printing, documentation|
|0600      |SFM/0600- 3.5. MOE for CPA PRAKAS                 |
|0601      |SFM/0601- 3.6. Guideline for alternative modalitie|
|0602      |SFM/0602- 3.7. CLUP                               |
|0603      |SFM/0603- 3.8. Translation                        |
|0604      |SFM/0604- 3.9. Recruitment cost                   |
|0605      |SFM/0605- 3.10 Office rent (province)- RECOFTC    |
|0606      |SFM/0606- 3.10 Office rent (province)- MB         |
|0607      |SFM/0607- Office utilities (province)- RECOFTC    |
|0608      |SFM/0608- Office utilities (province)- MB         |
|0609      |SFM/0609- Office supply (province)- RECOFTC       |
|0610      |SFM/0610- Office supply (province)- MB            |
|0611      |SFM/0611- Administrative cost (12%)- RECOFTC      |
|0612      |SFB/0612- I. 1.1 Community Forestry Partnerships C|
|0613      |SFB/0613- I. 1.2 Community Forestry Partnerships O|
|0614      |SFB/0614 I. 1.3 Community Forestry Training Office|
|0615      |SFB/0615- I. 1.4 Senior Community Forestry Trainin|
|0616      |SFB/0616- I. 2.1 PP Office Backstopping           |
|0617      |SFB/0617- I. 2.2 BKK Office Backstopping          |
|0618      |SFB/0618- II. Trainers facilitators               |
|0619      |SFB/0619- III. 1.1 Technical Assistance           |
|0620      |SFB/0620- III. 2.1 En route                       |
|0621      |SFB/0621- III. 2.2 For BKK to to Cambodia         |
|0622      |SFB/0622- III. 2.3 for staff (PP and field staff t|
|0623      |SFB/0623- III. 3.2 Visas and Inoculation          |
|0624      |SFB/0624- III. 3.3 Travel in the field            |
|0625      |SFB/0625- IV. 4.1 Supplies, Communication         |
|0626      |SFB/0626- IV. 4.2 (DSA, acc, travel, meeting room,|
|0627      |SFB/0627- V. General and Administrative           |
|0628      |ENR/0628- 1.1.2 Project Coordinator  (RECOFTC) 1 p|
|0629      |ENR/0629- 1.1.3 Community Forestry Trainer (RECOFT|
|0630      |ENR/0630- 1.1.4 Administration Officer (REOCFTC) 1|
|0631      |ENR/0631- 1.1.5 Provincial Community Officer Partn|
|0632      |ENR/0632- 1.2.2 Field sites                       |
|0633      |ENR/0633- 1.2.3. Phnom Penh                       |
|0634      |ENR/0634- Act 3.1 Consultations to secure support |
|0635      |ENR/0635- Act 3.2 Train and capacitate provincial |
|0636      |ENR/0636- Act 3.7 Institutionalizing mechanism for|
|0637      |ENR/0637- Act 4.1 TOT and "training for actions"fo|
|0638      |ENR/0638- Act 4.2 Completion of all processes and |
|0639      |ENR/0639- Act 4.3 Facilitating land tenue agreemen|
|0640      |ENR/0640- Act 4.4 Facilitating the elaboration of |
|0641      |ENR/0641- Act 4.5 Strengthening forest governance |
|0642      |ENR/0642- Act 4.10 Strengthening collaboration bet|
|0643      |ENR/0643- Act 4.11 Dissemination results to other |
|0644      |ENR/0644- 3.1.1 Two motorbikes WWF + 2 motorbikes |
|0645      |ENR/0645- 3.1.2 Rent of Vehicles                  |
|0646      |ENR/0646- 3.2.1 Laptop Computers  4 WWF+2 NTFP-EP+|
|0647      |ENR/0647- 3.2.3 Colors Printers 2WWF + 1 NTFP+ 2 R|
|0648      |ENR/0648- 3.2.4 Digital camera 1 WWF, 1 NTFP-EP, 1|
|0649      |ENR/0649- 3.2.5 GPS (3 WWF) + 1 (My Village) + 1 R|
|0650      |ENR/0650- 3.2.7 RECOFTC Furniture&Office equip    |
|0651      |ENR/0651- 3.3.1.2 RECOFTC                         |
|0652      |ENR/0652- 4.1.5 RECOFTC Office rent               |
|0653      |ENR/0653- 4.2.4.1 Stationary & Supplies - RECOFTC |
|0654      |ENR/0654- 4.2.4.2 Postage Service and Bank Charge |
|0655      |ENR/0655- 4.2.4.3 Gasoline for office work - RECOF|
|0656      |ENR/0656- 4.3.3.1 Internet fee - RECOFTC          |
|0657      |ENR/0657- 4.3.3.2 Desk phone expense - RECOFTC    |
|0658      |ENR/0658- 4.3.3.3 Electric fee - RECOFTC          |
|0659      |ENR/0659- 5.5.1 Interpreter for Workshops         |
|0660      |ENR/0660- 5.5.2 Translation (covering all activiti|
|0661      |ENR/0661- 6.12 Per Diem for Activities (3.1 -3.7) |
|0662      |ENR/0662- 6.13 Per Diem for Activities (3.3 - inte|
|0663      |ENR/0663- 6.14 Cost of Workshops for Activities (3|
|0664      |ENR/0664- 6.17 Train and capacitate provincial Gov|
|0665      |ENR/0665- 6.18 Per Diem for Activities (4.1-4.9)  |
|0666      |ENR/0666- 6.19 Per Diem for Workshop (4.11,4.12)  |
|0667      |ENR/0667- 6.20 Cost for Meetings and Workshops    |
|0668      |ENR/0668- 10 Administrative costs (maximum 7% of  |
|0669      |SUC- Inception workshop                           |
|0670      |SUC- Township inception workshops                 |
|0671      |SUC- CDNA                                         |
|0672      |SUC- Training Curriculum                          |
|0673      |SUC- ToT 1                                        |
|0674      |SUC- Township training 1                          |
|0675      |SUC- ToT 2                                        |
|0676      |SUC- Township training 2                          |
|0677      |SUC- ToT 3                                        |
|0678      |SUC- Township training 3                          |
|0679      |SUC- PAR training                                 |
|0680      |SUC- Indentification                              |
|0681      |SUC- Participatory CF Assessment                  |
|0682      |SUC- Formalization                                |
|0683      |SUC- Management planning                          |
|0684      |SUC- Implementation                               |
|0685      |SUC- IFRI                                         |
|0686      |SUC- PAR                                          |
|0687      |SUC- Database / GIS                               |
|0688      |SUC- Outreach materials                           |
|0689      |SUC- CF members network                           |
|0690      |SUC- GACF participation                           |
|0691      |SUC- CF partitioners network                      |
|0692      |SUC- CF champions network participation           |
|0693      |SUC- RECOFTC regional trainings                   |
|0694      |SUC- CF national working group                    |
|0695      |SUC- Reflection workshops                         |
|0696      |SUC- Review                                       |
|0697      |SUC- Clarification                                |
|0698      |SUC- Revision                                     |
|0699      |SUC- Project steering committee                   |
|0700      |SUC- M&E                                          |
|0701      |SUC- Equipment                                    |
|0702      |SUC- Staff- Myanmar Country Program               |
|0703      |SUC- Staff- Project                               |
|0704      |SUC- Staff - RECOFTC (inc. travel)                |
|0705      |SUC- Staff - NGO contracted                       |
|0706      |SUC- Project HQ operating costs                   |
|0707      |SUC- Township level operating costs               |
|0708      |SUC- Other (Consultants)                          |
|0709      |SUC- Contingency (5%)                             |
|0710      |SUC- Overheads (7%)                               |
|0711      |SLP- 1.1 Remuneration - Services in Home office   |
|0712      |SLP- 1.2 Remuneration - Services in Field         |
|0713      |SLP- 1.3 Administrative staff                     |
|0714      |SLP- 2.1 Travel                                   |
|0715      |SLP- 2.2 Per Diem                                 |
|0716      |SLP- 2.3 Communications                           |
|0717      |SLP- 2.4 Printing and copying of training and comm|
|0718      |SLP- 2.5 Equipment and other items                |
|0719      |SLP- 2.6 Cost of trainings and meetings           |
|0720      |SLP- 2.7 Translation of materials                 |
|0721      |SLP- Contingency                                  |
|0722      |ING-1.1.1.1 TCP - Project Adviser (10%)           |
|0723      |ING-1.1.1.2 TCP - Project Manager (25%)           |
|0724      |ING-1.1.1.3 Project Field Coordinator based in Chi|
|0725      |ING-1.1.1.4 Research advisor (50%)                |
|0726      |ING-1.1.1.5 Local Network Facilitation Officer 100|
|0727      |ING-1.1.1.6 Knowledge Management and Communication|
|0728      |ING-1.1.2.1 RECOFTC / Thailand Country Program (TC|
|0729      |ING-1.1.2.2 CRRU / Finance and Administration Offi|
|0730      |ING-1.3.2.1 Local per diem/accommodation Thailand |
|0731      |ING-1.3.2.2 Local per diem/accommodation (field st|
|0732      |ING-1.3.3.1 Local per diem - Project Advisory Comm|
|0733      |ING-1.3.3.2 Local per diem - Project Steering Comm|
|0734      |ING-1.3.3.3 Local per diem - Monitoring and Evalua|
|0735      |ING-1.3.3.4 Local per diem - Capacity Development |
|0736      |ING-1.3.3.5 Local per diem - Collaborative Mechani|
|0737      |ING-1.3.3.6 Local per diem - Knowledge Management |
|0738      |ING-2.2.1 Domestic flight from Bangkok to Chiangra|
|0739      |ING-2.2.2 Minivan rental from Chiangrai - Phayao a|
|0740      |ING-3.2.1 Laptop computer                         |
|0741      |ING-3.2.2 Printer                                 |
|0742      |ING-3.2.3 Office furniture                        |
|0743      |ING-3.3.1 GPS                                     |
|0744      |ING-3.3.2 Facsimile                               |
|0745      |ING-3.3.3 LCD projector + screen                  |
|0746      |ING-3.3.4 Digital camera                          |
|0747      |ING-3.3.5 Voice recorder                          |
|0748      |ING-3.5.1 Material for workshop/training session/m|
|0749      |ING-4.1.2 Fuels on field vehicles                 |
|0750      |ING-4.2.1 Chiangrai office (100%)                 |
|0751      |ING-4.3.1 Thailand Country Program (60%)          |
|0752      |ING-4.3.2 Chiangrai office (100%)                 |
|0753      |ING-4.4.1 Thailand Country Program (TCP) Bangkok o|
|0754      |ING-4.4.2 Chiangrai office (100%)                 |
|0755      |ING-5.1.1 Community profile 11 communities        |
|0756      |ING-5.1.2 Leaflet of Info-graphic                 |
|0757      |ING-5.1.3 Community Manual                        |
|0758      |ING-5.1.4 Study research                          |
|0759      |ING-5.1.5 Case Studies                            |
|0760      |ING-5.1.6 Booklet of 5 Stories of Change          |
|0761      |ING-5.2.1 Case Studies                            |
|0762      |ING-5.2.2 Base line data collection               |
|0763      |ING-5.3 Expenditure verification/Audit            |
|0764      |ING-5.4 Evaluation costs                          |
|0765      |ING-5.5 Translation, interpreters                 |
|0766      |ING-5.6 Financial services (bank guarantee costs e|
|0767      |ING-5.8.2 Video documentation                     |
|0768      |ING-6.1.1 Venue hire at LAOs, community hall, scho|
|0769      |ING-6.1.2 Venue hire at hotel                     |
|0770      |ING-6.1.3 Seminar                                 |
|0771      |ING-6.2.1 Technical training                      |
|0772      |ING-6.2.2 Resource person/local consultant        |
|0773      |ING-6.3 Sub-grant                                 |
|0774      |ING-6.3.1 Sub-grant management                    |
|0775      |ING-6.4 Demonstration Community                   |
|0776      |ING-10. Administration / Indirect costs (max 7%)  |
|0777      |PCD- 1.1 Field consultant in 3 sites  x12 months  |
|0778      |PCD- 1.2 Field coordination Senior consultant x12 |
|0779      |PCD- 1.3 Project advisor x 12 months              |
|0780      |PCD- 1.4 RECOFTC-CBFCM coordinator                |
|0781      |PCD- 1.5 Coordination (4,500 x4 daysx12 months)   |
|0782      |PCD- 1.6 Communication                            |
|0783      |PCD- 2.1 Field consultants 3 sites between site to|
|0784      |PCD- 2.2 Field consultants in Samutsakorn site to |
|0785      |PCD- 2.3 Field consultant land traveling and accom|
|0786      |PCD- 2.4 Field consultant land traveling and accom|
|0787      |PCD- 2.5 Consultant coordinators on mentoring and |
|0788      |PCD- 2.6 RECOFTC monitoring & support and advising|
|0789      |PCD- 3.1 Report document                          |
|0790      |PCD- 3.2 Stationary and papers for meeting and oth|
|0791      |LIM- Return flights                               |
|0792      |LIM- Workshop logistics (incl venue hire, catering|
|0793      |LIM- DSA (meals and accommodation)                |
|0794      |APC- International Travel                         |
|0795      |APC- Visa fee                                     |
|0796      |APC- Domestic Travel                              |
|0797      |APC- Per diem (lunch provided)                    |
|0798      |APC- Incidentals                                  |
|0799      |APC- Accommodation (Recoftc Dorm)                 |
|0800      |APC- Stationary for participants                  |
|0801      |APC- Tea break and Snacks                         |
|0802      |APC- Lunch for participants                       |
|0803      |APC- Welcome reception                            |
|0804      |APC- Materials                                    |
|0805      |APC- Expert fees                                  |
|9999      |Dummy Donor Line                                  |
|A001      |A07/RCF- ASN: Swiss Partnership on Social Forestry|
|A002      |A12/RCF- CF Adaptation Roadmap to 2020            |
|A003      |A13/RCF- Conflict mediation analysis              |
|A004      |A14/RCF- Forest conflict portal                   |
|A005      |A15/RCF- Advanced Mediation - Networking          |
|A006      |A16/RCF- Advanced Mediation Curriculum Development|
|A007      |A20/RCF- Landmark Publication                     |
|A008      |A21/RCF- Study Tour Development                   |
|A009      |A22/RCF- Institutional Learning                   |
|A010      |A78/RCF- Conflict in REDD+ Study                  |
|A011      |A84/RCF- Forinfo: Livelihood Improvement through G|
|A012      |A86/RCF- Adaptation Training Materials -Testing &D|
|A013      |A91/RCF- Livelihoods and Markets -Training materia|
|A014      |A93/RCF- General CDTS Travel                      |
|A015      |B06/RCF- Forest Stewardship Council (Train the Tra|
|A016      |B14/RCF- Royal Norwegian Embassy (CF Program Suppo|
|A017      |B18/RCF- Grassroots Equity and Enhanced Networks i|
|A018      |B20/RCF- Training Course- Free, Prior and Informed|
|A019      |B22/RCF- Myanmar REDD+ Readiness Assessment (Royal|
|A020      |B24/RCF- Provision of a Training Course on "Free, |
|A021      |B25/RCF- Water and Forest Land Titling in Lao PDR |
|A022      |B27/RCF- Livelihoods and Markets Analytical Resear|
|A023      |B30/RCF- Strengthen Regional Networks             |
|A024      |B32/RCF- Feasibility Study for Preparation of Fina|
|A025      |B33/RCF- CF and Water Management                  |
|A026      |B34/RCF- Forest Carbon, Markets and Communities (F|
|A027      |B36/RCF- Grassroots Capacity Building for REDD+ in|
|A028      |B37/RCF- Conducting Reinforcement Training on PFM |
|A029      |B42/RCF - Multi-country Study on Forest Restoratio|
|A030      |B43/RCF- Renewable Energy to the Energy & Environm|
|A031      |B44/RCF- Integrating Climate Change Adaptation int|
|A032      |B45/RCF- Study tour for Myanmar's relevant stakeho|
|A033      |B46/RCF- Forest Connect / Networking              |
|A034      |B47/RCF- PFCC Development                         |
|A035      |B48/RCF- PFCC Events                              |
|A036      |B49/RCF- Tenure Reform (RECOFTC contribution)     |
|A037      |B50/RCF- CBNA updates for 2013-18                 |
|A038      |B51/RCF- CF demonstration site - regional coordina|
|A039      |B52/RCF- PFCC Networking                          |
|A040      |B53/RCF- Capacity Building Program to Strengthen C|
|A041      |B54/RCF- Regional consultation on "Forests and Cli|
|A042      |B55/RCF- Empowering Communities Through Training o|
|A043      |B56/RCF- ASEAN-Swiss Partnership on Social Forestr|
|A044      |B57/RCF- Conflict and Cooperation over REDD+ in Ne|
|A045      |B58/RCF- A Training of facilitators workshop on st|
|A046      |B59/RCF- SCF Development                          |
|A047      |B60/RCF- Grassroots CF Support                    |
|A048      |B61/RCF- PPP                                      |
|A049      |B62/RCF- CF Leadership Development                |
|A050      |B63/RCF- CF Champions Event 3: China              |
|A051      |F02/RCF- Representation at Indonesia Events       |
|A052      |F03/RCF- Support to CF-related working groups in I|
|A053      |F05/RCF- ICP development                          |
|A054      |F34/RCF- Support to CCWG - VCP                    |
|A055      |F39/RCF- VCP Development                          |
|A056      |F42/RCF- Country Strategy                         |
|A057      |F43/RCF- TCP Development                          |
|A058      |F48/RCF- Strengthening CF Networks and Collaborati|
|A059      |F67/RCF- CF and Climate Change                    |
|A060      |F69/RCF- Representation at Cambodia Events        |
|A061      |F70/RCF- Support & Strengthen NCFPCC - CCP        |
|A062      |F82/RCF- Cambodia Country Program Development     |
|A063      |F87/RCF- VCP communications strategy              |
|A064      |F90/RCF- CF Knowledge Management (Research, good p|
|A065      |F92/RCF- Governance Training - VCP                |
|A066      |F93/RCF- Capacity Building for CF Stakeholders / F|
|A067      |F95/RCF- Support to CF-related groups in Vietnam  |
|A068      |F96/RCF- Representation at Vietnam events         |
|A069      |H01/RCF- Strategic Plan Development               |
|A070      |H02/RCF- EO Events Participation                  |
|A071      |H03/RCF- Fundraising and Donor Stewardship        |
|A072      |H07/RCF- BoT meetings (twice a year)              |
|A073      |H08/RCF- EC meetings                              |
|A074      |H10/RCF- Report dissemination to BoT/Donor        |
|A075      |H12/RCF- KU Scholarship Fund                      |
|A076      |H13/RCF- Partner/Stakeholder Relationship Developm|
|A077      |H15/RCF- Core Proposal Development                |
|A078      |H22/RCF- RECOFTC memberships                      |
|A079      |H23/RCF- Institutional M&E                        |
|A080      |H24/RCF- Sentinel Sites                           |
|A081      |H25/RCF- Program Review                           |
|A082      |J21/RCF- Marketing                                |
|A083      |J22/RCF- Website (Development and Hosting)        |
|A084      |J23/RCF- Publications (Production)                |
|A085      |J24/RCF- Library                                  |
|A086      |J27/RCF- CF Case Studies / Stories of Change      |
|A087      |J28/RCF- Image Bank                               |
|A088      |J31/RCF- 3rd Forum (plus field trip)              |
|A089      |J32/RCF- Media engagement                         |
|A090      |J33/RCF- Campaigns/Events                         |
|A091      |J34/RCF- Internal IT Systems                      |
|A092      |J35/RCF- Staff Equipment                          |
|A093      |J36/RCF- IT Services: Country Program Support     |
|A094      |J37/RCF- Intranet Implementation                  |
|A095      |J38/RCF- Web surveys                              |
|A096      |J40/RCF- E-News and Social Media                  |
|A097      |J46/RCF- Publications (Dissemination)             |
|A098      |J48/RCF- Strategic Communications Travel          |
|A099      |J50/RCF- Reflection Portfolio/Completion Report (2|
|A100      |K01/RCF- Updated accounting software              |
|A101      |K03/RCF- Year-end Fnancial Reports                |
|A102      |K04/RCF- Audit fees and related                   |
|A103      |K05/RCF- Payroll outsourcing services             |
|A104      |K06/RCF- Staff development and team building activ|
|A105      |K07/RCF- Repairs and office maintenance           |
|A106      |K09/RCF- Financial/accounting support for CPs     |
|A107      |K10/RCF- MIS development                          |
|A108      |K11/RCF- Office events                            |
|A109      |K14/RCF- Recruitments                             |
|A110      |K16/RCF- Finance Committee Meetings               |
|A111      |K17/RCF- Legal advice fees                        |
|A112      |K18/RCF- HR support for CPs and policy development|
|A113      |K19/RCF- IT Maintenance                           |
|A114      |M20/RCF- Landscape Functions and People Course    |
|A115      |N02/RCF- Thematic Area Development                |
|A116      |N03/RCF- Annual Work Planning                     |
|A117      |N05/RCF- Support to CF-related working groups in L|
|A118      |N06/RCF- Representation at Lao PDR Events         |
|A119      |N08/RCF- Country Program Development/Support      |
|A120      |N14/RCF- Indicators revision                      |
|A121      |N15/RCF- PC Meetings                              |
|A122      |N16/RCF- Proposal Development                     |
|A123      |N19/RCF- Support to NCFWGs                        |
|A124      |N21/RCF- Program Reporting                        |
|A125      |N26/RCF- LCP Development                          |
